,底本/出典,史料名,ID,記述内容,記述場所,,発生場所,年月日（作成）,年月日（作成）2,年月日（被害）,年月日（被害）3,伝聞・体験,被害種別,緯度経度,X,Y,座標レベル,座標に関する備考,備考
2940,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,○伊賀上野御城郭町家共大損之由,熱田宿,,伊賀上野,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
2941,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,○熱州四日市并追分・庄野・亀山とも大損之由,熱田宿,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
2942,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,○熱州四日市并追分・庄野・亀山とも大損之由,熱田宿,,追分,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.935837652229154, 136.59889596640082",,,３,三重県四日市市追分町公道に置く,
2943,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,○熱州四日市并追分・庄野・亀山とも大損之由,熱田宿,,庄野,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.88463559694268, 136.52563634080013",,,３,三重県鈴鹿市庄野町庄野宿資料館に置く,
2944,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,○熱州四日市并追分・庄野・亀山とも大損之由,熱田宿,,亀山,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.85589171157634, 136.45165654079017",,,２,便宜的に亀山市役所に置く,
2945,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,熱田宿貝谷権左衛門より　当十四日夜丑刻四日市宿地震,熱田宿,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
2946,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,北町　不残倒家其上焼失仕候,熱田宿,,北町（四日市）,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.970847654032085, 136.62556922299837",,,３,東海道四日市宿資料館（四日市市北町）に置く,
2947,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,北町　不残倒家其上焼失仕候,熱田宿,,北町（四日市）,,,嘉永7年6月15日,1854年7月9日,伝聞,火災,"34.970847654032085, 136.62556922299837",,,３,東海道四日市宿資料館（四日市市北町）に置く,
2948,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,北町（中略）死人凡百五拾人程,熱田宿,,北町（四日市）,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.970847654032085, 136.62556922299837",,,３,東海道四日市宿資料館（四日市市北町）に置く,
2949,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,南町不残倒家ニ相成申候,熱田宿,,南町（四日市）,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.968685052312054, 136.6244347182617",,,３,四日市市中部旧南町表記石碑設置場所に置く,
2950,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,南町（中略）死人凡四拾人ホト,熱田宿,,南町（四日市）,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.968685052312054, 136.6244347182617",,,３,四日市市中部旧南町表記石碑設置場所に置く,
2951,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,其外浜田（ママ）町・蔵町・川原町過半倒家ニ御座候,熱田宿,,浜田町,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.96315261821436, 136.62032047559498",,,３,三重県四日市市浜田町公道に置く,
2952,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,其外浜田（ママ）町・蔵町・川原町過半倒家ニ御座候,熱田宿,,蔵町,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
2953,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,其外浜田（ママ）町・蔵町・川原町過半倒家ニ御座候,熱田宿,,川原町,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.974410060121706, 136.62764798652304",,,３,三重県四日市市河原町に置く,
2954,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,土橋不残落申候,熱田宿,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
2955,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,大坂当十三日午刻両度ゆすり,熱田宿,,大坂,,,嘉永7年6月13日,1854年7月7日,伝聞,前震,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
2956,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,夫ゟ十四日夜丑刻大地震,熱田宿,,大坂,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
2957,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,十日未刻迄三十度計ゆすり,熱田宿,,大坂,,,嘉永7年6月15日,1854年7月9日,伝聞,余震,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
2958,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,家土蔵損所多分有之,熱田宿,,大坂,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.6863300522435, 135.51970731127517",,,１,便宜的に大阪府庁に置く,
2959,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,庄野宿ハ八九分通りたおれ,熱田宿,,庄野宿,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.88463559694268, 136.52563634080013",,,３,三重県鈴鹿市庄野町庄野宿資料館に置く,
2960,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,石薬師・庄野間並木松八九間通割込,熱田宿,,石薬師,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.90456106969729, 136.5480538576605",,,３,三重県鈴鹿市石薬師町に置く,
2961,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,石薬師宿無別条,熱田宿,,石薬師,,,嘉永7年6月15日,1854年7月9日,伝聞,無被害,"34.90456106969729, 136.5480538576605",,,３,三重県鈴鹿市石薬師町に置く,
2962,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,追分七八分,熱田宿,,追分,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.935837652229154, 136.59889596640082",,,３,三重県四日市市追分町公道に置く,
2963,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,四日市宿通不残,熱田宿,,四日市,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
2964,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,蔵町浜辺不残たおれ,熱田宿,,蔵町（四日市）,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.96839562486822, 136.61857820588864",,,２,便宜的に四日市市役所に置く,
2965,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,北町不残焼失,熱田宿,,北町（四日市）,,,嘉永7年6月15日,1854年7月9日,伝聞,火災,"34.970847654032085, 136.62556922299837",,,３,東海道四日市宿資料館（四日市市北町）に置く,
2966,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,神戸・白子・若松辺過半倒,熱田宿,,神戸,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.882708358007164, 136.58417327279784",,,２,便宜的に三重県鈴鹿市役所（鈴鹿市神戸所在）に置く,
2967,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,神戸・白子・若松辺過半倒,熱田宿,,白子,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.82941821612542, 136.5872608944249",,,３,三重県鈴鹿市白子に置く,
2968,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,神戸・白子・若松辺過半倒,熱田宿,,若松,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.86062339519093, 136.6131463683615",,,３,三重県鈴鹿市若松公民館に置く,
2969,新収日本地震史料 第5巻 別巻3,〔安政甲寅震災諸家届書〕東京大学附属図書館,J1600015,伊賀上野辺大荒之よし,熱田宿,,伊賀上野,,,嘉永7年6月15日,1854年7月9日,伝聞,その他,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
2970,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,江州膳所并御領分滋賀・栗田・甲賀三郡之内六月十五日地震ニ而左之通御破損有之,,,江洲膳所,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.994748339501704, 135.89366610388967",,,２,滋賀県大津市膳所町に置く,
2971,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,江州膳所并御領分滋賀・栗田・甲賀三郡之内六月十五日地震ニ而左之通御破損有之,,,滋賀,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,,,,,,
2972,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,江州膳所并御領分滋賀・栗田・甲賀三郡之内六月十五日地震ニ而左之通御破損有之,,,甲賀,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,,,,,,
2973,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,御天守　所々壁落,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2974,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,御櫓八ケ所　大破,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2975,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,御多門九ケ所　内　二ケ所崩　七ケ所大破,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2976,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,地裂二ケ所,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2977,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,二ノ丸分一御櫓二ケ所共　大破,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2978,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,二ノ丸分（中略）一壱ノ門二門共　大破,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2979,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,二ノ丸分（中略）一湖水方御番所二ケ所大破,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2980,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,一地ノ丸之分一櫓二ケ所内一ケ所湖水江崩落一ケ所大破,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2981,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,南虎口一二ノ門二階倒落,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2982,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,地（ママ北カ）虎口一一ノ門倒,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2983,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,御本丸・二丸・三丸・北丸四ケ所、御櫓・御多門塀或御番所等之石垣崩落孕ミ出し、,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2984,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,南北西三ケ所・虎口并柵下石垣崩落孕ミ出し数多,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2985,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,御城内御住居向所々壁落曲強く、其外不残大破,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2986,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,稽古場潰壱ケ所御下屋敷塀倒其外大破,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2987,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,御舩小屋　大破,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2988,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,侍屋敷破損数多,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2989,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,大津口惣門并御番所破損塀倒,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2990,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,瀬田口惣門并御番所破損,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2991,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,御城下町屋并村々家居破損数多　内　潰家　九拾六軒,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2992,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,御城下町屋并村々家居破損数多（中略）半潰家　弐百六十八軒,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2993,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,一土蔵作物取入一小屋倒　百六拾四ケ所,,,膳所城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.99537477113576, 135.89495383860623",,,３,滋賀県大津市膳所城跡に置く,
2994,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,一寺社表門并庫裏潰　廿七ケ所,,,膳所,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.994748339501704, 135.89366610388967",,,２,滋賀県大津市膳所町に置く,
2995,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,即死　八人内男四人女四人,,,膳所,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.994748339501704, 135.89366610388967",,,２,滋賀県大津市膳所町に置く,
2996,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,怪我人　廿四人,,,膳所,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.994748339501704, 135.89366610388967",,,２,滋賀県大津市膳所町に置く,
2997,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,溜池七拾壱ケ所・堤間数千弐百八拾八間裏表崩落并震裂共、川堤数ケ所震裂,,,膳所,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.994748339501704, 135.89366610388967",,,２,滋賀県大津市膳所町に置く,
2998,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,其外損所之間三千九百四拾八間、田畑并井筋・養水（ママ）樋破損数所,,,膳所,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.994748339501704, 135.89366610388967",,,２,滋賀県大津市膳所町に置く,
2999,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,一勢多橋別条無之一牛馬損無之,,,膳所,,,嘉永7年6月15日,1854年7月9日,伝聞,無被害,"34.994748339501704, 135.89366610388967",,,２,滋賀県大津市膳所町に置く,
3000,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,奈良嘉永七甲寅年六月十四日夜八時よりゆり始、,,,奈良,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
3001,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,明六迄少しツゝ震、,,,奈良,,,嘉永7年6月15日,1854年7月9日,伝聞,余震,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
3002,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,十五日朝五時ゟ大地震ニ而町家ハ壱軒も無事なる事ハなく,,,奈良,,,嘉永7年6月15日,1854年7月9日,伝聞,余震,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
3003,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,南の方清水通り不残家崩れ,,,清水通り,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.68533100604431, 135.80479054684744",,,２,便宜的に奈良市役所に置く,
3004,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,木辻四ツ辻ゟ西千軒斗崩れ,,,木辻,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.67484912217115, 135.82830907880924",,,３,東木辻町公道に置く,
3005,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,鳴川町ニ而二部（分）通り、,,,鳴川町,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.67614722815144, 135.8290560639454",,,３,奈良市鳴川町に置く,
3006,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,北方西手貝通にて三部（分）残り、,,,西手貝通り,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.68533100604431, 135.80479054684744",,,２,便宜的に奈良市役所に置く,
3007,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,北半田西町手貝通南北大崩れ、,,,北半田西町,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.688101795662995, 135.8312674567589",,,３,奈良市北半田西町公道に置く,
3008,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,川久保町大崩れ、家二軒残る、,,,川久保町,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.68896881434246, 135.8331130393099",,,３,奈良市川久保通り,
3009,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,中の方細川町・北田町・北風呂辻子町右三町別して大崩れ、,,,細川町,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.68533100604431, 135.80479054684744",,,２,便宜的に奈良市役所に置く,
3010,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,中の方細川町・北田町・北風呂辻子町右三町別して大崩れ、,,,北田町,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.68533100604431, 135.80479054684744",,,２,便宜的に奈良市役所に置く,
3011,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,中の方細川町・北田町・北風呂辻子町右三町別して大崩れ、,,,北風呂辻子町,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.68533100604431, 135.80479054684744",,,２,便宜的に奈良市役所に置く,
3012,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,其内にも三条通りゟ北ハ少々崩れ、,,,三条通り,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.682023290749754, 135.817699844514",,,３,,
3013,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,死人凡弐百五十人　小児五十人怪我人不数知,,,奈良,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.68533100604431, 135.80479054684744",,,２,便宜的に奈良市役所に置く,
3014,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,古市・木津も家四五軒残る、,,,古市,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.65859419345221, 135.83963094748006",,,３,奈良市古市町公道に置く,
3015,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,古市・木津も家四五軒残る、,,,木津,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.737377019760494, 135.82002358894488",,,２,奈良県木津市役所に置く,
3016,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,十六日暮方迄に七十五度之大地震也,,,奈良,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.68533100604431, 135.80479054684744",,,２,便宜的に奈良市役所に置く,
3017,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,伊賀　上野十四日夜九時ゟ大地震ゆり始め、,,,上野,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
3018,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,御城大手御門大ニ損し,,,上野城,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.770361106669256, 136.12707096619877",,,３,,
3019,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,市中ハ凡六分通り崩れ、四部通り菱になり,,,上野,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.76894001956499, 136.12991074387278",,,２,便宜的に旧上野市役所に置く,
3020,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,猶又鍵の辻ゟ出火ニ而、黒門前まて焼失ニ及、,,,鍵の辻,,,嘉永7年6月15日,1854年7月9日,伝聞,火災被害,"34.7676810715076, 136.1200901793103",,,３,伊賀市小田町鍵屋辻に置く,
3021,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,夫ゟ嶋原とゆふ所ゟ大川原とゆふ所ゟ（ママ）螺のために一面の泥海の如く,,,嶋原,,,嘉永7年6月15日,1854年7月9日,伝聞,液状化,"34.75027174380666, 136.14222726869158",,,１,便宜的に伊賀市役所に置く,
3022,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,十六日暮方迄に七十五度之地震也,,,奈良,,,嘉永7年6月16日,1854年7月10日,伝聞,余震,"34.68533100604431, 135.80479054684744",,,２,便宜的に奈良市役所に置く,
3023,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,郡山并南大和六月十四日夜九時ゟ少々ゆり始め、,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,前震,"34.64947200357435, 135.78288725046514",,,２,便宜的に奈良県大和郡山市役所に置く,
3024,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,八時に大地震、,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,全般,"34.64947200357435, 135.78288725046514",,,２,便宜的に奈良県大和郡山市役所に置く,
3025,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,柳町一町目ゟ同四丁目迄家数凡三十八九軒崩れ,,,柳町,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.65526667675916, 135.7725184911962",,,３,大和郡山市柳町公道に置く,
3026,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,其外市中凡三部通家崩れ、其外奈良同様なり,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,建物被害,"34.64947200357435, 135.78288725046514",,,２,便宜的に奈良県大和郡山市役所に置く,
3027,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,死人凡百弐三拾人　小児十七八人怪我人多し,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,人的被害,"34.64947200357435, 135.78288725046514",,,２,便宜的に奈良県大和郡山市役所に置く,
3028,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,是も十六日暮方迄ニ七十三度ゆる,,,郡山,,,嘉永7年6月15日,1854年7月9日,伝聞,余震,"34.64947200357435, 135.78288725046514",,,２,町家所々破損し候由にて潰家等も有之,
3029,新収日本地震史料 第5巻 別巻3,〔嘉永七寅年地震記〕東京都立中央図書館,J1600016,南大和ゆり出し同時怪我人少し死人なし,,,南大和,,,嘉永7年6月15日,1854年7月9日,伝聞,無被害,"34.685437,135.833130",,,１,便宜的に奈良県庁に置く,
